origin_cbg,destination_cbg,trips
371570404002,371570412001,85
370810126202,371570410023,413
371570416022,371570415011,2749
370810105003,371570414001,26
370339305001,371570415011,79
371570406011,371570405021,753
511430108031,371570412001,432
450510504022,371570403003,20
510890104003,371570403003,408
371570410022,371570414002,168
371570402003,371570402002,12289
370010215002,371570408001,169
371570414003,371570415023,2164
370810155003,371570408001,27
371570413004,371570409002,206
510890102004,371570403003,650
370810156012,371570416022,167
371570406022,371570403001,5825
510872001463,371570403003,53
370010213002,371570415023,64
371690701012,371570409001,680
370810155001,371570410023,136
515900002003,371570412001,108
370810157051,371570406023,545
370810160083,371570409001,80
370850710022,371570416021,55
371570406023,371570412003,439
370810155001,371570415023,510
371570415022,371570403002,240
371690706003,371570408001,411
370810159012,371570415021,176
371570404004,371570404002,1061
371570405023,371570412004,231
370819801001,371570405013,88
510890107002,371570406011,158
370810164062,371570413004,88
371570406021,371570412002,109
370810157073,371570410023,40
516800016011,371570413004,69
370339304001,371570412004,875
516900001001,371570410023,211
371570406012,371570403003,5355
371570405012,371570405023,6929
371570416012,371570406023,1554
371570413003,371570415022,2181
371570411001,371570410021,71
371570405021,371570403001,6626
371190055363,371570410021,71
510890106011,371570410012,1375
510890106023,371570410023,433
371570404002,371570403002,3317
371570415021,371570416022,1221
370670032021,371570406023,356
371570412004,371570412001,1597
371570411004,371570405023,2872
371570410021,371570410023,9608
370810158003,371570416023,17
370810127051,371570415011,67
371570403001,371570404004,592
510890107002,371570403003,735
370810104012,371570412003,99
371570407002,371570410012,1757
371570416021,371570415022,1728
371570410014,371570416012,592
370810128041,371570415022,243
371570410011,371570406021,296
371570416022,371570414002,1545
371570407004,371570412001,55
371570406023,371570416012,244
371570416022,371570401013,228
370810160101,371570416022,41
371570401021,371570414001,3028
371570406011,371570405023,991
371570411006,371570410022,220
370810127072,371570406023,64
511430110021,371570403001,738
370810161021,371570410023,40
371570411003,371570413004,851
371570401013,371570405013,179
371690701011,371570409002,829
370810157032,371570413004,31
371570403001,371570402002,866
516800007003,371570412001,99
371570411004,371570412004,269
371570406023,371570415022,23
370010205011,371570405021,28
370810161011,371570412003,493
371570406011,371570411001,144
370810157053,371570403003,52
370810128051,371570415021,239
370810107011,371570410012,209
370570601032,371570413004,181
515900006002,371570412003,464
370810145011,371570410023,40
371570406021,371570412004,58
370670031062,371570406021,44
370319711031,371570416012,204
371570404003,371570415021,1920
371570414001,371570411001,1204
370670034031,371570412003,38
370810160072,371570410023,437
371570411006,371570412004,458
370810165033,371570410012,57
371570411006,371570404001,91
370670029041,371570406023,308
371570411004,371570413004,96
371570409003,371570405021,127
371510310022,371570410012,551
370010212063,371570412003,225
510890109002,371570403003,67
371570403001,371570416022,41
370810165053,371570408001,56
370810103002,371570408001,51
371570404001,371570410012,317
371570416012,371570412003,14051
371570406012,371570415011,459
510890113001,371570410023,147
370190203161,371570403001,111
370810157061,371570415011,21
371570408001,371570408001,77033
371570401012,371570414001,4135
370670028071,371570416012,52
371570415023,371570401013,199
510230403033,371570410023,40
515900011001,371570412003,404
515900005002,371570412003,93
371570410023,371570412004,174
370810156012,371570410023,281
371570404001,371570405011,39
371570416023,371570413004,192
371570408001,371570405013,87
371570401021,371570412003,6568
371830528152,371570415022,16
371570411004,371570403001,2618
370810116013,371570413004,155
510890112003,371570410021,143
371570405021,371570409003,146
371570412003,371570405013,198
371570404004,371570415023,515
370810159022,371570415021,68
370810159013,371570415021,136
370810125091,371570415011,60
510670207022,371570410021,52
471550810021,371570415011,20
370810109001,371570403003,554
371570405022,371570403003,31668
371570414001,371570415023,5219
370190203081,371570409001,310
450510504022,371570406023,70
371570410021,371570412004,219
370010215001,371570413003,72
511430113011,371570405013,59
516900001001,371570408001,40
370810160091,371570409001,48
371570415021,371570406023,1279
371570415022,371570415022,3984
371570407004,371570405021,123
370670033101,371570410023,91
120990055024,371570410012,192
371570411005,371570409001,400
371570412001,371570403001,972
371830538031,371570416023,11
370810161013,371570403003,40
371690706003,371570409001,100
510890103003,371570403001,58
370810165031,371570415021,21
371570406012,371570416012,236
371570411002,371570409001,118
370810160112,371570415011,67
370339305002,371570412003,767
371570415022,371570412001,2030
370810157031,371570414002,49
371570410013,371570406021,23
370810162012,371570403001,154
371570404004,371570405023,3333
371570415022,371570406022,3
450510403002,371570415021,21
371570416011,371570415022,2264
371570406011,371570406011,1013
370810154013,371570415022,31
370810119053,371570412004,148
120950170011,371570403001,49
370010217032,371570415022,15
371570406021,371570406021,2075
371570407003,371570407004,98
370630020343,371570412003,178
371570401013,371570403002,532
371690704004,371570408001,269
450510517002,371570403001,582
371570409001,371570405013,88
370810155001,371570406022,172
371570409002,371570411003,177
371570410021,371570404003,105
371570415011,371570416021,121
370010216003,371570412004,38
371570401021,371570401012,309
371570406021,371570411001,536
371570411003,371570403003,23091
371570411003,371570415022,986
370810111014,371570412001,27
370810164062,371570415021,424
370810151003,371570415023,193
371570415011,371570411005,46
371570401012,371570405023,2531
371570412001,371570402002,395
371570415011,371570403001,722
370810128041,371570412003,971
371570410022,371570403001,235
370339305002,371570414001,6
371570401021,371570415011,208
370810103002,371570410023,208
510890111003,371570410021,107
371570401011,371570412004,260
516900004001,371570406021,59
371570411005,371570402003,565
371570416023,371570410023,1177
511430110011,371570414002,152
371570406011,371570416012,34
510890108002,371570403001,12
371570410023,371570416012,434
371570410013,371570410013,11
370810158002,371570406021,25
371510303022,371570415011,40
371570405023,371570403002,1485
371570403001,371570409003,351
370810103002,371570415011,320
371570405021,371570405013,2806
371290122032,371570405023,19
370339305002,371570415022,113
370810156012,371570416012,52
371570403002,371570414001,2681
371570412003,371570416011,136
371570411005,371570414001,3811
370810162041,371570406012,53
370670032023,371570416023,11
370339302001,371570412003,100
515900001003,371570414002,90
511430113011,371570415023,100
371690707012,371570408001,196
371570414003,371570403003,1853
510890101004,371570403001,57
371570410022,371570410022,3037
371510316013,371570410012,57
370339303002,371570415021,43
510890106023,371570403001,1228
371259503052,371570406023,70
450510517002,371570410023,339
370810154013,371570403003,89
510890107002,371570403002,1292
371570402001,371570414001,751
371570412001,371570409003,144
370810154024,371570415021,120
370670032013,371570409002,56
510890107001,371570406023,524
370670033153,371570403003,141
370670028062,371570414001,26
370810167012,371570415022,23
370670035003,371570410023,131
371570405013,371570404004,614
510890106021,371570410023,80
370010215002,371570415023,64
371570413004,371570415022,2082
371570404001,371570412004,925
370810165022,371570410023,136
370010207024,371570412003,99
511430110023,371570413004,67
371570413001,371570416022,79
371570405023,371570415021,351
371570410011,371570409003,3742
370810172001,371570403003,40
371570402002,371570405023,861
371570406022,371570409002,1137
370690606021,371570410023,91
370670030032,371570410021,71
370810160033,371570410012,222
371570401012,371570406023,326
371570406011,371570412004,100
371239605011,371570410023,91
370810157071,371570415022,34
371510301002,371570413004,317
371570403002,371570408001,927
371570401011,371570414001,698
371570410011,371570409001,1614
371570403002,371570403002,15330
371570410012,371570410023,9335
370339302004,371570405023,11
371570405021,371570405022,227
511430114002,371570405023,36
371570402001,371570404004,1775
371570401013,371570411005,112
511610303001,371570410012,59
370339304001,371570414001,2016
371570401012,371570402002,127
371570411003,371570401013,116
371570406011,371570411006,217
515900008001,371570403001,965
371570410015,371570409003,888
370810155001,371570415011,500
370810126192,371570415023,437
511410303013,371570406023,71
371690705031,371570403001,79
370670001002,371570413004,67
130890218223,371570412004,272
370339305001,371570415023,242
371570408001,371570407004,11
516900004001,371570410012,456
371570401011,371570411001,37
511610311021,371570410012,59
511430112001,371570403003,220
371570406022,371570410021,1275
370810102001,371570410021,140
371570413004,371570409001,311
371570404004,371570406021,166
510890103004,371570410021,388
371570414002,371570413003,564
120890505051,371570410012,226
515900009001,371570415022,16
371570411001,371570403002,528
371570405011,371570402002,778
371570405011,371570405012,730
370810127032,371570408001,17
510839308003,371570412003,99
370810151001,371570415021,1512
450510504022,371570410012,59
371570411001,371570413002,43
371570405022,371570405022,223
370810160051,371570410023,148
370810156012,371570414001,205
370810127051,371570412001,41
120950170012,371570406023,156
371570412002,371570415023,2164
370810103002,371570407001,21
370810160112,371570416023,64
371570404002,371570404002,4965
450510505002,371570412003,198
370670029012,371570408001,17
371570405013,371570414001,503
371570415011,371570407001,105
371570416012,371570412001,3555
370810128051,371570412003,607
371570403002,371570403003,44631
371570405021,371570406023,1375
370010209012,371570409001,87
370810168004,371570410023,91
371570409003,371570410012,2544
371570406023,371570409002,2522
510190301032,371570413004,225
371570405023,371570415023,350
370810126071,371570405023,10
371570402002,371570408001,629
371570407003,371570411001,230
370010216001,371570412004,289
371570413003,371570415011,1873
370810159012,371570409001,504
370819801001,371570412003,226
371570412001,371570401013,800
370810161023,371570410023,40
371570414001,371570410012,59
371570410021,371570416012,583
510890110002,371570405021,28
371570402002,371570414001,559
371570407004,371570415011,41
371570403003,371570411006,172
370810157041,371570410012,277
370810154022,371570412003,978
370810159012,371570415022,217
370339306001,371570412003,99
360610275001,371570410021,139
371570416021,371570412002,294
370010217033,371570412003,578
371570414003,371570403002,59
370810126192,371570408001,68
510890105001,371570410023,100
371690702002,371570405023,11
517700019002,371570410021,218
515900001004,371570414002,73
515900005002,371570402003,56
510890105001,371570403003,2421
370810125031,371570408001,56
371570405022,371570416012,267
371570413003,371570415023,6493
510890101004,371570409001,48
371570401021,371570412001,428
371570406012,371570406022,3343
371570410012,371570405021,40
370670031052,371570410023,91
510890102003,371570406023,557
371570404004,371570406023,322
370339302003,371570414001,331
370810160031,371570416022,174
370810155001,371570410022,30
371570403002,371570409001,241
370810127051,371570403003,39
371570407002,371570404003,66
370810157041,371570413004,225
371570416012,371570414003,772
371570407001,371570415011,40
370810159011,371570409001,117
371570402001,371570404002,1241
370810167011,371570415011,155
371570412002,371570408001,376
370810156011,371570410023,171
371830544023,371570414002,54
371570415023,371570404002,52
371570413003,371570412004,1938
371570411003,371570410022,376
371570403003,371570415023,1348
371570412003,371570413004,1551
370810128031,371570412001,32
370810155001,371570412003,2446
371570406011,371570410023,1053
371570412004,371570402003,56
510890102002,371570410023,196
370810126192,371570415011,49
371690701011,371570410023,1153
371570406012,371570410021,1206
370810163062,371570410023,91
370810119043,371570408001,26
450510405003,371570412003,38
371570406023,371570410023,2380
370810154011,371570403003,218
370810154013,371570413004,87
130730304033,371570413001,296
370810156011,371570406011,324
370810157032,371570406023,89
371819603002,371570409001,197
371570415011,371570416012,852
371570411001,371570416021,209
371570401021,371570403003,1392
371570404002,371570410023,343
371570401021,371570411001,128
370810115002,371570414001,49
371570415011,371570412001,3409
370810119053,371570414002,572
371570401012,371570411003,860
371570405021,371570410021,107
370190205122,371570412003,100
370819801001,371570410023,473
370670031071,371570410023,60
371570402003,371570412004,266
371590507001,371570412003,99
515900007002,371570403003,1299
371570405021,371570404001,238
515900007003,371570413004,500
371570411006,371570404003,392
370810156022,371570414002,689
371570412001,371570415021,13360
370810157052,371570414001,77
371570411001,371570415022,1047
370810128042,371570413004,286
371570407002,371570405021,248
510890110003,371570406011,927
515900008001,371570412003,1733
371570410012,371570403001,113
510230404022,371570410023,40
371570416012,371570414002,2941
370570618081,371570407002,830
371570415021,371570404004,43
371570410011,371570415023,252
371570407001,371570412003,139
450510502001,371570403001,31
371570415021,371570409001,405
371690705032,371570408001,17
510890110002,371570412003,225
371570410014,371570410014,302
515900008001,371570415021,363
371510310022,371570410023,40
370810161011,371570406023,220
371570411003,371570403002,922
370670030032,371570410023,239
370810156023,371570411001,43
370810159014,371570410012,278
515900012002,371570415022,35
371570410021,371570406021,460
511430110021,371570405023,53
370339304001,371570403003,141
370810162012,371570415021,274
371570411001,371570409003,92
371570411001,371570415023,2894
370850711012,371570413004,301
371570416012,371570412002,109
515900012002,371570408001,69
371570405022,371570414002,410
371570414003,371570412002,150
371570416012,371570409003,380
371570408001,371570409001,2919
371570416021,371570414001,2830
370810154013,371570416012,34
371570410011,371570415021,762
371690701012,371570406012,123
510670201042,371570410023,40
370810157061,371570415021,123
371590520002,371570403003,270
371570416011,371570416012,599
371570415021,371570412001,9301
510890105002,371570409003,160
371570415022,371570414003,710
370810112011,371570413004,197
371570409001,371570410021,1521
510890106012,371570402002,290
370810162012,371570412003,179
371570404003,371570403003,35378
371570410012,371570409001,1207
320030067001,371570408001,751
371690705051,371570414002,127
370810162033,371570410023,203
370810160083,371570403002,219
371570415023,371570414001,15845
370810155001,371570412001,251
371570409002,371570405023,109
371570410014,371570413004,68
371570415022,371570401013,65
371570413003,371570412003,7264
510890107001,371570406011,637
371570411002,371570411005,54
370339304002,371570414001,51
370810113002,371570408001,211
371570413003,371570408001,332
370810162012,371570416023,66
371570402001,371570412001,28
371570412003,371570411001,604
511410301011,371570410012,57
370339302003,371570415022,31
371570410023,371570409003,1246
370810156022,371570403003,271
510890106023,371570409003,114
370810110002,371570414001,26
370810103002,371570412003,1741
511610306011,371570410023,40
370810158002,371570410012,568
371690702001,371570410023,176
370810111021,371570409003,92
371570403001,371570414002,400
371570406023,371570410011,1744
371570413003,371570415021,8123
510890110002,371570406023,110
511430111002,371570415023,3
371590509033,371570409001,80
511410303013,371570406021,16
370810164051,371570410023,321
370810125091,371570413004,41
371570407001,371570407001,7272
371570413001,371570408001,110
370010217011,371570412004,72
370810161013,371570410012,364
450510517001,371570412003,1522
370810126181,371570412004,121
371570413003,371570401023,57
370810154022,371570415023,35
371570402002,371570410012,939
370810128032,371570412001,216
370810126181,371570410012,116
180190505031,371570414001,39
515900004003,371570412003,225
371570410022,371570414001,1400
370810128041,371570403001,58
450510502001,371570415023,3
120950170012,371570416012,97
371570412002,371570410012,59
371570405021,371570415022,271
371570416023,371570406022,3
371570406022,371570409001,1790
511430103011,371570413004,41
371570407001,371570403003,1809
510190306022,371570410021,71
371570406021,371570407001,410
371570404002,371570414001,518
371570403001,371570402003,111
371570401013,371570405021,40
371570403001,371570410023,140
390351721041,371570410023,148
371570403002,371570416012,403
371570415011,371570413003,483
370810157043,371570410012,57
511430109001,371570415023,34
510890108002,371570403003,279
371690701013,371570409003,1285
371570405022,371570404003,3115
371570410013,371570412003,178
371570416022,371570415021,5543
371350115001,371570414001,51
371570403001,371570404001,449
370810126071,371570408001,192
371570404001,371570401013,111
371570401012,371570405021,114
516900004001,371570411001,43
450510517001,371570410023,148
371570407002,371570412003,73
511610305021,371570410023,40
370810164062,371570414001,26
371290122032,371570403001,212
370810115002,371570412003,54
371570409002,371570415022,83
370630021006,371570403002,61
370810127072,371570414001,429
370810110002,371570413004,96
370339306003,371570403001,31
370810127043,371570412004,106
510890112003,371570403003,66
515900008002,371570411006,68
370810106023,371570415021,224
371570410015,371570403003,10
370810157041,371570405023,15
371570401013,371570414002,353
371690701021,371570410021,178
371570415023,371570408001,97
370010217033,371570408001,62
370810116022,371570412003,99
370810156011,371570415022,250
370339302004,371570412004,76
510890106023,371570416023,99
371570409002,371570403001,891
370810106024,371570416023,11
371570413003,371570412001,2383
370010219022,371570415021,180
370670019022,371570410023,612
371570405023,371570415011,99
516900004001,371570403001,81
371570416023,371570409001,117
371570415021,371570416023,55
371570412001,371570415022,1829
371570416023,371570412003,5429
371570406023,371570415011,210
371570402003,371570402003,4749
371679308022,371570415011,21
371690701022,371570409003,2654
450510509021,371570412003,107
370810105003,371570415022,50
370010208023,371570403001,118
371570413003,371570410012,59
511410303011,371570406023,234
511430110022,371570413004,365
370670021001,371570410012,59
371350111051,371570414001,51
371570411001,371570414002,992
371690701022,371570410021,143
370810153011,371570415011,21
371690707021,371570409001,255
370670030032,371570406023,70
370810160061,371570406023,163
371570405021,371570408001,545
371939601011,371570403003,94
511430108031,371570406023,70
370810160112,371570410021,351
370670040114,371570410023,91
371570412003,371570403003,4803
510890105003,371570412003,111
371570416022,371570416021,150
371239605011,371570410012,326
510890103001,371570405023,21
370810160082,371570416021,122
370810151002,371570415021,534
371570412003,371570415023,3260
371570411005,371570416012,417
370810125081,371570412003,47
370810164062,371570409002,15
370810119053,371570403001,49
510890103001,371570412003,99
371570405011,371570404002,491
371570416022,371570405023,34
371570410012,371570403003,1157
371679312022,371570406023,111
370810128041,371570406023,459
371570404003,371570412003,4070
371570405022,371570415021,471
371570403003,371570401013,613
515900012002,371570413004,402
371570416012,371570406021,166
371570405013,371570411005,1559
370339304001,371570416021,65
370010207011,371570415011,40
515900008001,371570410021,71
370810128032,371570415023,178
371570404001,371570416012,346
371570405013,371570415022,66
370810104031,371570403003,336
371590507001,371570403003,191
371570406022,371570411001,51
371690705062,371570406023,25
370810160083,371570415022,58
371570415022,371570411003,361
370810169004,371570410023,148
370810158003,371570410023,40
371570404004,371570414002,230
370339302004,371570414001,82
371570410022,371570410023,3023
370810162041,371570403002,38
371570402001,371570410012,260
371570406022,371570406023,11613
371570410014,371570407001,183
371190040004,371570408001,40
370339305003,371570406023,70
370810154023,371570412003,527
370810125082,371570410012,59
511610309004,371570410021,71
371270106042,371570405023,201
370810101001,371570410023,203
370810156012,371570416021,171
510890102005,371570403001,169
371590507001,371570415023,64
370810155003,371570413004,355
370810156022,371570406023,268
511099503011,371570413004,40
370010215002,371570413003,412
370810164062,371570410012,490
371570411006,371570415023,280
371570407003,371570406021,93
370339302004,371570412001,28
371570407001,371570406022,5
370810128051,371570406023,110
371570405012,371570415022,237
420792101002,371570413004,236
371570410014,371570415021,132
370670030041,371570409001,48
371570405011,371570403002,5286
511410303011,371570410023,60
371570406023,371570415023,38
515900007001,371570401013,31
370010213004,371570410012,191
370810158004,371570410022,181
450510517002,371570415021,139
371570404001,371570403002,4247
371690701011,371570406023,6883
516900002002,371570403003,123
511410303022,371570406011,444
516900002002,371570410023,40
371570403003,371570410023,1127
370810157032,371570415022,23
515900008002,371570402002,185
371570407001,371570411001,72
371570406021,371570406022,970
370670031081,371570406023,107
260992067001,371570408001,783
511430114002,371570403001,46
370339303001,371570403002,34
370810119051,371570414001,127
510890103003,371570402002,86
511410301012,371570408001,40
516900003002,371570410023,40
371570411004,371570406023,107
370810160032,371570410023,204
371719312001,371570408001,75
371690701021,371570409001,600
370810156011,371570403003,322
370810128041,371570410012,173
370810159012,371570410012,1541
371570416012,371570410023,788
371570413003,371570413002,150
510890107001,371570410023,317
371570412003,371570412002,824
371570402003,371570412003,3044
370810156023,371570414001,861
370670022002,371570416012,105
371570401013,371570406023,25
370810104031,371570415022,50
371570401012,371570411005,273
371570412002,371570415021,6872
370810126171,371570414001,101
371570413002,371570415011,741
371570403001,371570410012,992
370810125101,371570415011,40
370810159012,371570412004,14
371570405012,371570405013,8034
370810127052,371570406023,110
371570409001,371570405023,8069
370810151002,371570414002,398
370810171013,371570410012,646
371570402001,371570405013,899
371570402002,371570401013,31
370810162012,371570409003,213
371690707011,371570409001,533
371570409002,371570410012,1297
510190304011,371570412003,145
371570406011,371570406012,562
371570410011,371570410023,4389
371570411003,371570413001,186
371570401013,371570415022,734
371570403002,371570406022,627
510670205012,371570410021,107
511430110014,371570402001,587
510890110002,371570403003,50
371570410012,371570412004,100
371690701021,371570409003,809
370810156021,371570412004,399
371570403001,371570415023,831
371570412002,371570401023,294
371690701013,371570407001,1318
371819603001,371570413004,159
371570401011,371570410021,140
515900008002,371570414001,33
371570413001,371570411001,910
370010215002,371570412003,1018
510190305041,371570410012,308
370810162011,371570415022,15
370810102001,371570414002,54
370810156012,371570406023,284
371570414001,371570414001,57654
370339306003,371570412001,40
371690701022,371570409001,1287
370810127052,371570408001,17
511430109002,371570416012,87
371570413004,371570413004,24184
371570409003,371570403003,1599
371570410014,371570409002,93
371570401012,371570409001,41
371570413004,371570416021,91
371899205002,371570403003,150
371570402001,371570415021,800
371690704004,371570409003,313
371570402003,371570403003,33596
371570413004,371570403001,497
370810106022,371570410023,40
371859503002,371570414001,166
371570416022,371570416022,1364
370810125083,371570409001,192
371190059312,371570405023,36
471550811013,371570410023,40
370190203161,371570405023,106
371570409003,371570403002,146
370810162012,371570409001,192
370810125083,371570415021,153
371950004014,371570403001,89
511430113022,371570403003,67
370810151002,371570412003,604
370810155001,371570403003,2442
370810162011,371570410012,2204
371570404003,371570403001,11585
370810160092,371570406023,44
371570412003,371570416012,201
371570406013,371570406021,158
371570413001,371570405023,30
370810151001,371570412004,58
370810126192,371570415021,88
370810156011,371570415023,64
371570407002,371570407001,566
371570403001,371570409002,91
371570403003,371570414001,2719
370810125091,371570415023,85
371570402001,371570412003,833
370810116013,371570415021,56
370810125091,371570406023,230
515900012002,371570403001,617
371570403003,371570410021,386
370339305003,371570414002,1382
510890104003,371570403001,95
510890107001,371570409001,60
370810158001,371570403003,57
371570404003,371570405011,81
371510313041,371570403003,176
515900005002,371570409003,61
371570403001,371570412003,3600
370670028081,371570413001,158
371570401022,371570416012,203
371570403001,371570412001,227
370819801001,371570415023,151
370670033081,371570415021,69
371570405022,371570414001,369
371570405022,371570403002,5558
510890111001,371570410012,88
510890113003,371570406023,71
511430109002,371570412001,57
370810160111,371570410023,40
511610307013,371570410023,40
370010206022,371570415011,40
370810165023,371570415011,697
370810127051,371570414001,649
371570405022,371570409002,582
212270108012,371570406023,40
371570401023,371570401023,288
371570406011,371570408001,7067
371570415021,371570415023,10993
370810162011,371570412003,632
510890107003,371570408001,112
371570411006,371570414001,1025
370810165023,371570410022,30
510890103001,371570410012,730
370339303003,371570413004,189
370810156012,371570409001,80
370810154011,371570412003,209
371570401021,371570401013,528
370810165031,371570405023,10
370190203081,371570408001,26
371570410023,371570415011,332
370339303003,371570415022,754
370810155001,371570403001,236
371290122012,371570415022,34
511410303013,371570410023,80
370810156021,371570415022,287
371570416021,371570413004,652
370339303001,371570415022,31
370810109002,371570415023,117
371570405011,371570412001,85
371690701011,371570407001,8790
371570410012,371570410022,30
370010205023,371570414001,39
515900001001,371570415022,23
370670033072,371570410012,337
371570406013,371570410023,420
371570411001,371570412002,36
370810127031,371570412001,28
515900002002,371570415022,135
371570405023,371570408001,171
371570406023,371570406011,667
371570410013,371570410022,45
370670033153,371570408001,290
371570403003,371570404003,2127
371570408001,371570410023,4350
511410303012,371570410023,131
371570414002,371570401013,77
370810160072,371570403003,291
510890113002,371570403001,59
370810128042,371570412004,102
371570416022,371570412003,5589
510310203001,371570413004,95
511430109002,371570411001,116
371570402003,371570405023,1351
371570410014,371570406023,6079
370670032021,371570416012,34
371570413004,371570413002,621
371570412003,371570414001,10911
516900003002,371570403001,756
371719309021,371570415022,16
510890106011,371570412003,31
371570411006,371570414002,167
371570403001,371570403003,49369
120990055024,371570410021,139
370670022002,371570415021,102
370670001002,371570415023,35
370339305003,371570413004,1457
515900009002,371570413004,249
370810167011,371570414001,96
370670033153,371570415011,40
371570408001,371570405023,143
371690701022,371570407001,132
371570411004,371570415021,235
511610306013,371570410023,151
370810160081,371570410023,40
371570406022,371570403002,2461
510890106022,371570405023,184
371570410022,371570405013,29
371570409003,371570406022,251
370810155003,371570414001,217
370810165023,371570406023,82
371570416011,371570413004,545
510890105001,371570403002,144
510890107002,371570413004,792
371570414001,371570416011,131
371570414002,371570403003,6383
371570415021,371570415022,3115
371570411003,371570414001,3321
371570403001,371570402001,240
370810162051,371570410023,40
370810106021,371570410023,91
371570410011,371570416012,278
371939608013,371570413004,301
370810108001,371570412003,279
371570415021,371570412002,109
371570407002,371570415023,66
371570402002,371570415011,136
450510403002,371570406023,70
370810162041,371570415011,38
370810160051,371570408001,198
371570405012,371570403001,6643
371570403001,371570408001,1889
450510517002,371570415022,34
370810159021,371570410021,72
370810162011,371570405013,157
370670022002,371570408001,102
371570412004,371570404004,37
370810156012,371570415011,40
371570416023,371570416022,2504
370810126082,371570415023,34
371570401012,371570404003,1514
370810160083,371570410023,1233
371570412002,371570413004,1119
371570404002,371570411006,68
371570416022,371570416012,432
371690703011,371570409003,92
371570416021,371570411001,485
371570403003,371570415022,662
371570410014,371570410023,5002
370810158001,371570415021,29
370810125041,371570408001,25
371570403001,371570405023,6134
450510517001,371570406023,651
371570405013,371570408001,65
370670027011,371570409002,54
371570408001,371570403003,5248
371570404004,371570411003,177
370810154023,371570411005,54
371570412004,371570405021,155
371570416011,371570405023,113
370810128031,371570415022,31
371570416012,371570410012,120
370010212012,371570416012,34
371570416022,371570415023,4647
371570412001,371570405023,115
371570410015,371570410021,1347
371570414002,371570415021,7499
371570405023,371570405013,947
510890113001,371570408001,160
371570415021,371570412003,21606
371570403001,371570406012,178
370810168002,371570412003,198
371570403003,371570411001,440
371570401012,371570408001,514
371570410011,371570415011,224
371570404002,371570405021,104
516900003002,371570405021,28
370670033102,371570410021,71
370010217031,371570406023,254
370339302003,371570412003,925
370810163051,371570414001,15
370810157032,371570412003,99
371570413004,371570410023,136
511410303013,371570406011,444
371570406021,371570407004,136
370339305003,371570414001,2410
370670012001,371570406023,51
371570410023,371570406021,502
370810125102,371570415021,59
370670038042,371570406012,86
371010403014,371570414001,14
371570405021,371570405021,4029
371570416023,371570415022,1584
370339305003,371570412004,1063
515900008002,371570403001,31
510670201021,371570403003,304
370810153022,371570412003,117
510890107002,371570410021,218
371570406021,371570405022,227
370010215001,371570413002,374
120890505051,371570410023,91
370810157032,371570414001,26
370010215002,371570416021,64
370370204022,371570405021,28
510890101002,371570409003,92
371570401012,371570415021,6084
370810101001,371570406023,158
370810153013,371570415021,289
370810126181,371570408001,17
370010215002,371570415011,285
370810157041,371570412003,337
370810159014,371570408001,172
450510517002,371570412003,357
371570404004,371570408001,698
510310202001,371570413004,445
371570415021,371570401023,186
371570402002,371570403001,10762
371570401011,371570405023,234
370810116022,371570410012,57
370339305003,371570416021,31
511430111001,371570403001,330
370810160031,371570410023,279
371570414001,371570405013,297
370339305002,371570412004,73
371570411002,371570406021,59
371570405023,371570406022,59
250056161002,371570407001,676
371570407002,371570411001,24
371570405022,371570405023,17415
371570403002,371570402002,1117
471550810022,371570410023,148
371570410015,371570410023,2578
370810154022,371570415022,165
371570407001,371570409001,1636
371939610021,371570408001,1220
371570403002,371570406023,1952
370810162032,371570410023,40
371570406021,371570405021,2430
371570407003,371570410022,224
510890109001,371570409001,119
371570404003,371570415022,637
371570407001,371570412001,32
371570412004,371570413004,716
370810157043,371570416012,35
371570415011,371570404003,77
371570402001,371570405021,125
511430111001,371570405021,428
510890104003,371570412003,100
371570405012,371570408001,804
371570407003,371570412001,41
370670033082,371570409003,92
371690702001,371570403003,276
371570403001,371570411003,228
370670030023,371570412001,58
371570411004,371570412001,58
371570413004,371570405013,88
371570411005,371570411005,1338
370810165033,371570406023,634
510670209012,371570410023,40
371570408001,371570405021,330
371570404004,371570409003,149
371570413004,371570411003,246
371570401011,371570412003,4268
371570401021,371570414002,251
371570405021,371570411001,89
370339303002,371570412003,503
370010217033,371570414001,1140
510890106021,371570403002,28
370810157043,371570410023,60
370339302004,371570412003,1435
510890103001,371570410023,417
370010208022,371570415022,16
370010216002,371570414001,51
371570412003,371570410023,412
370810128031,371570414002,118
370670038042,371570410023,40
510190501022,371570413004,40
370810126192,371570403003,101
370670030023,371570408001,40
370339303003,371570403001,96
371570416012,371570413001,1365
370810155001,371570412004,335
371570406013,371570412004,193
370810125033,371570410023,40
371570414002,371570416022,77
370010217031,371570416021,65
510890101002,371570408001,40
371570412003,371570406021,25
370810156022,371570414001,992
370570620012,371570410012,59
370810156021,371570415023,1012
371570407004,371570409002,3699
370810109001,371570415022,49
370339304001,371570401013,175
371570405023,371570405023,7515
370810158001,371570408001,173
371570412003,371570415021,15017
370810160092,371570409001,59
370810168002,371570408001,26
371570412002,371570416012,198
370810162011,371570416023,11
370810164051,371570412003,704
510890107001,371570403003,490
370670001002,371570414002,80
370810157042,371570410023,60
371570410015,371570408001,7994
370810127051,371570415022,169
371570401022,371570415021,3383
370810156021,371570411001,109
371470010033,371570405023,11
371570406011,371570414001,353
370810125031,371570414001,94
371570413002,371570415021,2061
370810126082,371570412003,326
371570404002,371570403001,11347
371570416021,371570415021,8490
