origin_cbg,destination_cbg,trips
371570408001,371570407001,1654
371570406012,371570406012,6912
371570403003,371570405023,14010
371570416012,371570411005,32
516900003002,371570403003,529
371570404001,371570415021,997
371570405013,371570414002,90
370810159012,371570403001,58
371570416021,371570416022,3786
370339303001,371570403003,2584
515900009001,371570403003,891
371570416011,371570415021,16785
371570415011,371570405021,112
390351821052,371570406023,362
370810128043,371570414002,96
371690701011,371570406012,1054
450510402001,371570403003,7
371570413004,371570415021,4511
370810151001,371570414002,1389
371570408001,371570414001,225
510890104003,371570410023,211
371570403003,371570414002,1348
370810154012,371570412001,169
371690702003,371570406023,176
370810114004,371570408001,40
371690707012,371570410013,207
371570411003,371570404003,27
510890105002,371570403003,5920
511430105002,371570403003,219
370670038051,371570410023,176
371570406012,371570409002,617
371570411005,371570413003,193
371570404004,371570404004,8396
371570415022,371570406023,1653
370810103002,371570416012,52
370670039063,371570403003,25
371570403003,371570409002,108
371570406021,371570409003,4134
370810126181,371570415022,373
511410303013,371570409003,92
370810154013,371570411001,43
370810128041,371570413004,1522
371570401013,371570416022,36
370810160092,371570403003,26
371690703011,371570408001,80
370810157051,371570410021,139
371570401022,371570401022,86
371570409001,371570402002,34
371570402002,371570416012,233
370810164062,371570412003,99
370810153022,371570403001,57
370810156021,371570410012,172
371570401012,371570412001,1022
371570410011,371570410014,161
370810128032,371570410023,91
371570412002,371570405013,157
370010216001,371570410021,218
370670033093,371570406023,309
371570401013,371570408001,462
370810154012,371570416012,47
371570410015,371570415022,58
371570402002,371570412002,11
371570416011,371570412003,10533
370810161031,371570408001,17
370810162011,371570407001,22
511430108031,371570414001,26
371570401021,371570401022,42
371570415023,371570416021,383
371570401022,371570413004,2050
371570405021,371570411005,76
371570404003,371570411005,351
370810159013,371570410022,45
371570407002,371570405023,204
370339303001,371570411005,30
370810105002,371570410023,40
370810127051,371570408001,43
371570412001,371570401022,208
510890106022,371570410023,296
260810110022,371570403003,53
371570409001,371570407001,227
370810161022,371570412003,226
371570414002,371570414001,16102
370339305002,371570413004,582
371570401023,371570412004,662
511430111002,371570410023,40
120950170012,371570414001,2519
511430113011,371570414001,187
371510316013,371570416023,54
370810125091,371570414003,55
450510513011,371570403003,21
371570405013,371570409001,43
371570404002,371570409002,15
370810125083,371570408001,834
370810160112,371570409001,510
371510306005,371570412003,54
370810151003,371570415011,172
370810160072,371570410012,425
371570411001,371570405023,225
371570403002,371570409003,343
371570401013,371570401023,238
371570412002,371570406023,272
370810126082,371570415022,15
515900001002,371570412004,121
370670001002,371570412003,55
510890103002,371570415022,16
510310205001,371570413004,40
371570413004,371570406023,205
370810154012,371570414002,289
370570602021,371570408001,45
510890106023,371570409001,119
370810116013,371570403001,115
370670040142,371570415021,158
371570407003,371570405023,52
510890103004,371570403001,58
516900001001,371570410012,88
371570412003,371570415022,1654
371570403003,371570403003,122305
511430108012,371570412003,325
371690707011,371570408001,2265
371570409001,371570410023,734
370810164062,371570408001,474
371570407004,371570408001,10176
370810172001,371570416012,98
371570411002,371570401013,1247
370810119043,371570410023,91
510890110003,371570403002,18
515900013011,371570414001,14
370810156023,371570415021,1397
510890106021,371570405013,157
370810151003,371570416012,34
370810156011,371570414002,189
371570401021,371570415023,1181
450450031011,371570403003,16
371570402001,371570410023,417
370810103002,371570403001,116
510890103001,371570410021,357
371570414001,371570406023,1209
371570407003,371570409003,3444
370810154011,371570413004,95
371570410011,371570415022,108
510890108002,371570415021,43
511410303011,371570410021,107
371570416022,371570411003,45
370670031061,371570409002,24
370350117022,371570403003,633
371570412001,371570416022,181
370810105002,371570415023,65
371570410022,371570406023,4567
510230402001,371570410012,57
371570401013,371570415011,1441
370339303001,371570414001,115
371570409002,371570412003,493
370670022002,371570403002,104
371570401012,371570412003,13508
511430114001,371570403003,19
370670030041,371570410012,145
371419201061,371570403003,363
450510402002,371570410023,40
370810125091,371570416023,11
370339304001,371570413004,136
371570406021,371570402002,145
371350111073,371570413004,286
515900008002,371570405021,28
370010215003,371570415023,65
371570416011,371570411005,30
371570401012,371570415011,893
370670033072,371570408001,172
450510517002,371570403003,1195
371570412002,371570403003,2239
371570405023,371570403003,11268
370190203081,371570406023,70
370810162051,371570413004,153
371570403003,371570408001,3641
371570416021,371570416021,4187
371570410021,371570412003,1773
510890107001,371570410012,57
371570416012,371570410022,318
370810105002,371570416012,35
511430113011,371570405021,68
510890106012,371570410012,411
371570412004,371570415023,3077
510890113003,371570410023,40
370479306003,371570410021,72
370339301001,371570415022,34
371830523052,371570415021,29
370810156011,371570412003,641
370810106023,371570415011,67
371570413002,371570415023,1619
370810160071,371570403003,124
371570403001,371570414001,812
371570406013,371570405013,1106
370810156011,371570416023,116
371570407003,371570412003,494
370810103002,371570411001,101
371570416011,371570410012,192
370810155002,371570414002,55
371570414001,371570403001,1969
371570410023,371570415021,391
371570401021,371570401021,191
371470010033,371570404003,27
371570414001,371570413004,3697
371570402002,371570409003,525
450510403001,371570412003,671
510690502003,371570413004,27
371570405022,371570415022,344
370810125091,371570414001,314
371570415021,371570403002,565
371570408001,371570406012,140
515900002003,371570403003,242
371690701012,371570409003,795
371570415022,371570401012,147
371570416011,371570414001,8560
370810144102,371570408001,62
371570415011,371570413002,152
371570405011,371570403001,10069
371570406013,371570410012,948
371570405012,371570404003,2693
371570416021,371570403003,1654
371570409002,371570409003,6335
371350111033,371570414001,21
371570414003,371570415021,1377
371570406023,371570415021,112
370810157033,371570416012,34
370670036002,371570415011,60
370010207011,371570413002,29
511430113011,371570415021,66
370010215002,371570403003,39
371570415022,371570413004,520
371570413004,371570403003,3935
370810125091,371570415022,150
370810157041,371570410021,218
371690707022,371570406012,54
371570403001,371570405013,1752
370570601043,371570410012,59
371570411005,371570401013,409
371570409001,371570403001,1000
370810160092,371570408001,17
370810168002,371570415022,58
245102717005,371570412003,179
370810105002,371570414002,182
371570410014,371570403003,1256
370670036002,371570406021,25
516900004002,371570403003,176
370010217031,371570413004,280
371570410021,371570414001,971
371570404004,371570412001,75
371570406012,371570405021,303
510890102001,371570410012,59
370810154024,371570415022,45
370010217021,371570414001,322
371570416012,371570405013,750
371570402003,371570412002,11
370810167022,371570415023,161
370810127061,371570416022,77
371570409002,371570415021,98
371570404001,371570405013,9061
510890101002,371570403002,239
510890105001,371570410012,59
510890107002,371570403001,161
370810155001,371570416023,50
370810154024,371570412003,1121
510890109001,371570408001,116
370810126191,371570412003,405
370810160033,371570409003,494
370810156011,371570415011,157
371570410011,371570406011,158
371570416012,371570405021,40
371570410021,371570407001,536
371570403003,371570406021,167
371690701011,371570409001,1111
371570413003,371570416022,96
371570403002,371570413001,523
371570411004,371570403002,1961
371570410014,371570403002,208
510890103001,371570403003,2780
371690701013,371570406023,3414
510890106022,371570409001,380
371570403001,371570410021,469
371570416011,371570416022,714
370810116012,371570408001,44
370010217031,371570403003,170
370810128031,371570414001,137
371570413001,371570410012,250
370810160083,371570416023,23
516900003002,371570406023,158
370670016013,371570409003,266
370810145011,371570410012,173
370810127051,371570406023,41
371570410021,371570411001,643
371570401013,371570416012,202
371570414001,371570401023,157
370810162011,371570406023,1389
370810144103,371570406023,141
370010205011,371570413004,159
371570403003,371570406012,291
371570406023,371570405023,713
370010208011,371570415021,158
370810160032,371570410014,239
371690703011,371570406023,29
371570405011,371570412003,1001
370810104041,371570415022,15
511430108033,371570403001,31
370810128033,371570412001,176
371570405021,371570409001,366
510890113003,371570410021,72
371570413003,371570406023,160
370810102003,371570415023,270
370670031062,371570410023,40
370810125083,371570403003,318
371570416022,371570412001,584
370810154024,371570413004,508
120869805001,371570410012,59
515900008001,371570405023,77
370670032013,371570406023,362
370250426022,371570412004,72
370810126042,371570412003,225
450510517001,371570416012,98
370810157073,371570410012,59
371570403002,371570411001,129
371570402001,371570406011,10
370810156021,371570416023,11
371690701013,371570408001,2835
371570411002,371570405023,1393
371570410021,371570405023,436
371570415011,371570416022,520
371570406022,371570406012,915
371570415023,371570406022,9
370810126192,371570409001,119
370810157053,371570408001,41
370670032023,371570409003,268
371570405011,371570405022,148
370339305003,371570403003,279
371570410013,371570410012,553
371690702001,371570408001,3386
371570413004,371570416022,36
511610306012,371570410012,287
370630020302,371570412003,63
510670206002,371570410023,40
370810161011,371570415023,67
370010215003,371570414001,6
515900014001,371570406023,158
370810165031,371570403001,46
370810125102,371570406023,159
370810165031,371570410023,40
371570414002,371570412003,11921
371570402003,371570405013,28
371570406022,371570401013,64
371570411001,371570402002,180
371570409002,371570406023,8704
370810107022,371570410012,88
371570415023,371570412001,2146
370810159012,371570409002,125
370670033152,371570410023,40
371690702001,371570405023,19
370810156023,371570412001,158
515900014001,371570403003,618
371570402003,371570413003,72
371570405021,371570404004,904
370810127034,371570401013,24
510890111002,371570410023,80
371570401021,371570405021,40
370810162041,371570409003,204
371690701011,371570404003,92
371570401022,371570403003,1373
371570411001,371570416022,166
371570411005,371570405013,209
370339303001,371570403001,488
370670033072,371570403003,180
370810151003,371570415021,632
370810164062,371570406023,525
371570414001,371570415022,4882
371570405022,371570403001,6363
371570416012,371570415021,9800
510890107003,371570410023,109
371570405011,371570409001,531
370810159022,371570410021,785
371570403002,371570406012,776
370570619041,371570413004,28
370779706041,371570414001,2
371570405012,371570410023,556
510890106012,371570409001,283
371690707021,371570408001,1645
370810125091,371570409001,117
371570411006,371570405021,277
370339302002,371570405021,72
371570416023,371570406023,1280
371570412003,371570401023,81
371570411006,371570415021,1288
371570413001,371570406023,158
370819801001,371570403001,230
515900003003,371570403001,278
180190505031,371570415023,61
371570416022,371570406023,159
516900001001,371570406023,199
371570411002,371570414001,5174
371570406022,371570404001,37
371570413001,371570403003,6033
370810162041,371570415023,34
371690705052,371570406023,36
371570409002,371570409002,7632
370810160072,371570406023,1147
370319708042,371570414001,26
370010215002,371570410023,40
371570410023,371570410014,1913
371570413004,371570415011,552
370010216001,371570414002,144
370810127051,371570412004,56
370810172002,371570412003,317
370810159012,371570414001,52
371570404002,371570416012,311
370810154023,371570414002,113
370810165033,371570409001,309
370810126181,371570410023,171
371570409001,371570415023,62
371570408001,371570406023,17060
370819801001,371570410012,1022
510890107001,371570403001,282
371570406013,371570409002,24
370810160112,371570416012,69
371690701013,371570409001,375
371570412003,371570411006,153
370810159012,371570416012,123
370670030032,371570410012,183
371570409002,371570405013,153
370810127034,371570410023,487
370810126181,371570414002,182
371570416022,371570412004,1903
371570409002,371570404003,77
371570416021,371570403002,7
370810119053,371570415023,248
371570413001,371570412003,20700
511430111002,371570404003,66
370670027011,371570406023,19
371570401013,371570402002,62
371570406021,371570414002,36
371570406011,371570406023,7327
510890101002,371570410023,169
370810104031,371570409001,80
370810144112,371570410023,40
510890105002,371570403001,1170
371570404001,371570404004,1208
371570401023,371570415022,306
371570410011,371570403002,204
371570407002,371570409003,3317
370670031072,371570408001,43
371570414002,371570411001,464
371570413004,371570415023,5075
370810154024,371570415023,98
370810161011,371570410023,339
371570405022,371570404002,441
371570411001,371570403001,1674
371570412004,371570414002,935
371570411004,371570414001,160
370250426022,371570412003,225
371570402003,371570414002,194
370810111014,371570410023,40
370810104043,371570410023,40
371570411003,371570416012,797
370810119051,371570412003,591
510890104003,371570405023,12
370810159013,371570408001,1100
516900001002,371570410023,279
370810119053,371570411005,30
370810162013,371570416023,17
371590509031,371570410023,91
371690701011,371570409003,3230
370810119053,371570410021,210
120950170012,371570415022,58
121150027352,371570409001,59
370810172001,371570415023,394
371190040004,371570413004,160
515900010001,371570403003,107
370810160112,371570410023,797
370810167011,371570403001,146
370670030041,371570410023,40
371570415022,371570412003,8793
511430110021,371570415023,61
370810156012,371570408001,52
510890106023,371570404001,552
370810116013,371570412003,243
371570414002,371570415022,2652
370670032023,371570410021,71
371570410015,371570409001,925
371690701022,371570403003,183
371570404004,371570410023,764
370810125101,371570405023,15
371570410011,371570406023,12877
371570409002,371570407004,212
371570416021,371570406023,225
371570405012,371570410021,1030
511430112001,371570403001,46
370010211013,371570415022,34
371570412001,371570409001,118
370810159014,371570412003,100
370810159012,371570410023,2000
371570414002,371570409001,80
371570414003,371570414001,6006
371570405013,371570411001,57
510890107004,371570409002,36
510890106023,371570404004,74
511430114002,371570414002,97
371690701013,371570410023,120
370810160072,371570410013,98
371510315052,371570413004,96
370810154013,371570412003,896
370810158002,371570416023,194
370339303001,371570413004,735
370810169004,371570411001,43
370010215002,371570415021,53
370810154022,371570415021,152
371570410022,371570411001,190
450510402002,371570410021,71
370810165033,371570405023,31
370810151003,371570412001,149
371570415023,371570415021,13552
370810165023,371570415021,43
371830543052,371570415022,15
370810158002,371570410023,236
371570401013,371570403001,860
370810164051,371570415011,536
370810155001,371570402003,56
511410303011,371570408001,114
370810159014,371570406021,239
371570413001,371570413003,448
510890105002,371570409001,485
371570415022,371570405023,561
371570412001,371570415023,4374
371570411004,371570414002,55
371970505022,371570413004,87
370810103001,371570403003,94
371570409002,371570406021,41
371570412004,371570401023,133
371570410022,371570412003,3195
370010217031,371570414001,49
510890105002,371570412003,1225
370810157043,371570416023,50
371570415021,371570401013,653
371570401022,371570405023,51
370810158004,371570410021,71
515900008001,371570414002,97
371570406022,371570410023,1404
371570406023,371570406012,1388
371570404003,371570411003,222
371570410012,371570407001,922
370810126192,371570406023,268
510890106011,371570410021,139
370670033142,371570410012,365
371570416012,371570403002,2890
371570404002,371570402003,166
370810127051,371570413004,44
370810128033,371570410012,287
371570410022,371570415023,868
370810125091,371570412003,147
371570405022,371570409003,428
371570404001,371570410023,236
370570611023,371570408001,40
371510310011,371570405021,72
370810163051,371570403002,86
371570411004,371570403003,16037
370670031072,371570410023,40
510890107004,371570410012,852
371570411003,371570414002,488
370810128041,371570415021,372
370810155003,371570410012,59
371570410021,371570410021,5465
370810110002,371570406023,63
371690701011,371570406021,77
371570414002,371570414003,65
370810126192,371570412003,118
370810127052,371570414001,57
370810126181,371570415023,60
370810158001,371570410012,456
510890108002,371570405023,20
371570412004,371570413003,142
371570410023,371570403001,46
371570405011,371570415022,80
371570405023,371570404003,187
371570402003,371570415011,80
370810158002,371570402002,207
371690701021,371570410023,191
370810104031,371570415021,69
371570411002,371570412003,9596
371570411002,371570415021,6770
370670028062,371570408001,86
370810155001,371570401013,329
450510517002,371570405023,73
370810162041,371570406023,1474
370810127072,371570415022,123
370810172002,371570415011,59
371570411001,371570416012,3575
370810160072,371570412001,104
370810162041,371570409002,208
370810167012,371570408001,74
515500209032,371570415021,207
371570415011,371570401012,830
371570414001,371570415011,1022
370810157041,371570406023,218
371570403001,371570409001,601
370810156023,371570406023,676
511430110021,371570403003,284
371570407001,371570410012,1720
371570403001,371570406023,2247
371570413004,371570403002,163
371570410014,371570414001,17
370810154012,371570403003,533
370670037012,371570403003,209
370670019011,371570415022,15
370810126041,371570406023,158
370810151003,371570406023,230
371570413004,371570412001,1154
370810160102,371570410012,59
371570411001,371570404003,806
371570416022,371570403003,870
370810102001,371570415011,40
371570403003,371570402003,555
371570411006,371570401013,31
370810160112,371570406023,1457
510890106012,371570403002,52
371570404002,371570405023,1856
371570412004,371570408001,136
371570416011,371570403003,3577
371570416021,371570416012,254
371570401011,371570403002,868
371570412002,371570406021,44
510890106023,371570406023,1004
371570406021,371570414001,861
371570404001,371570409002,35
370670030023,371570415022,57
371510316011,371570408001,52
370010207011,371570414001,46
370670030032,371570409001,55
371570413001,371570415022,1698
510839306012,371570403001,421
371570411005,371570414002,132
371570411005,371570404002,7
511430114001,371570403001,73
370810165033,371570415022,23
370810128043,371570415022,58
371570404002,371570413004,136
371590519012,371570409003,138
515900006003,371570403003,220
371570406022,371570406021,293
371570411002,371570403001,468
371570406013,371570402002,30
370810158004,371570405021,41
371570414001,371570401013,404
370810151002,371570406023,110
516900005001,371570410023,196
371570415023,371570416012,557
370810128041,371570410023,54
370810127032,371570410023,239
370670030041,371570408001,17
371570415021,371570415021,40215
370810160112,371570410012,557
371690702001,371570407001,206
370810127072,371570413002,81
011210103021,371570413004,153
510890103003,371570403003,170
371570414001,371570413001,608
371570414001,371570403003,9528
371570415011,371570401023,57
371570410014,371570410012,5852
371570402002,371570405013,1592
510890106021,371570414001,48
370810127052,371570412004,130
370010212041,371570414003,266
510890113003,371570403001,31
370810145011,371570410021,72
516900002001,371570403003,218
370810128031,371570412003,453
370810111014,371570413004,40
371570412003,371570408001,566
370810158004,371570403003,1008
370670031081,371570409001,191
371970505032,371570406023,110
371570411001,371570414001,2868
370810165033,371570412001,265
370810160082,371570406023,417
370810128051,371570403003,292
370670032021,371570410023,40
510890106022,371570406011,158
370810161011,371570408001,161
370810126191,371570410023,40
370810125102,371570408001,57
371290118003,371570416023,11
371570406013,371570403003,11909
371570406012,371570410012,3187
371570409003,371570409001,1105
370810158003,371570416022,41
371570404001,371570403001,8335
371570405012,371570409001,192
371570403003,371570403002,18704
371570401012,371570412002,62
370510033161,371570408001,56
511610307024,371570410023,40
511430108033,371570402002,77
510890109001,371570402002,23
370010201001,371570412003,61
371570405021,371570416012,312
371690701012,371570405023,19
370810128033,371570415022,58
370810169004,371570412001,28
370810127072,371570405023,15
371570415022,371570415023,6692
371570402002,371570414002,71
371570414001,371570415021,7681
515900008001,371570415011,40
371570405023,371570410021,71
510890104003,371570413004,40
371570406012,371570411001,165
370810153013,371570414001,26
370810104031,371570403002,65
371570406022,371570412001,170
510890112002,371570406023,25
371570406012,371570404003,142
370810153012,371570415023,64
370810152011,371570415023,35
370810119053,371570413004,628
370810159012,371570406021,25
370810119051,371570415021,22
370810159012,371570416022,116
371570409001,371570410011,3166
371570404003,371570416012,662
510890103003,371570410012,192
511790102161,371570413004,67
371570404004,371570415021,47
516900003003,371570404004,33
370810116022,371570410023,40
371570405011,371570412004,555
370810153021,371570415023,57
370670038041,371570409003,92
370810126113,371570415022,23
371690701022,371570410012,1044
511430110023,371570403001,429
510890103001,371570403001,493
371570412004,371570415021,7052
510890102004,371570406011,158
371570402002,371570404003,307
371570410014,371570410021,1950
371570404001,371570410021,139
371570402002,371570402002,6055
370010205021,371570415022,15
370810158002,371570406022,6
371570415023,371570413004,3673
180190505031,371570415022,16
511430110014,371570403001,59
516900003001,371570410023,299
370010215002,371570410012,569
370010210002,371570403001,49
370810156012,371570412003,324
120090686042,371570403002,271
370670033081,371570415022,61
370810127043,371570415022,34
371570414001,371570411003,268
511430108041,371570403003,124
370810172003,371570412003,415
370810142002,371570415011,155
370670032021,371570408001,118
371570413004,371570413003,772
370810159012,371570416023,474
371190055363,371570412003,18
371679302003,371570413004,40
371570416012,371570412004,6502
450510504022,371570412003,178
515900006003,371570403001,161
371570410021,371570415022,361
371570406011,371570409003,827
370810160072,371570409001,103
371570405012,371570404002,1722
371570405011,371570413004,40
370810155003,371570404004,194
220330038093,371570413004,203
371570405011,371570409003,388
371690706001,371570406023,660
371510315043,371570410021,140
370810104031,371570408001,83
510890109002,371570410021,210
371570414001,371570410023,91
370810126182,371570410012,173
371570410023,371570405023,113
370339303001,371570415011,38
370250426022,371570415021,157
370810165031,371570408001,175
370810125081,371570415011,40
371950004014,371570413004,181
370810154013,371570414002,161
371570413001,371570403001,239
516900004001,371570403003,189
511430113012,371570405023,20
371570409001,371570406011,482
371690702001,371570409001,175
370670038041,371570416023,12
371570409002,371570405021,341
371570411006,371570416012,181
371570404001,371570408001,356
510890106021,371570409001,191
370810157072,371570408001,149
371570404004,371570415022,115
371570410012,371570405023,25
371570404003,371570411001,561
371570412001,371570414003,388
371050306012,371570410012,134
371570410023,371570414001,391
371690704004,371570406023,107
370810154012,371570409001,191
517700028003,371570403003,86
370810162041,371570409001,367
515900012001,371570415021,344
371570415023,371570416011,170
371570410021,371570415021,1489
370810160092,371570405013,59
371570410014,371570412001,39
371830534052,371570415023,34
370339303003,371570405023,10
371350116021,371570403003,39
371570412001,371570405021,28
371570412003,371570409003,138
371570403002,371570412004,988
370810154013,371570416021,130
370339304002,371570414002,73
371570403002,371570409002,323
371950004014,371570403003,38
370570602021,371570414002,113
371570403003,371570405013,5677
371570403003,371570412003,9794
371690701022,371570406011,324
371570415023,371570413002,245
370810114004,371570415021,102
371570406021,371570415021,1076
371570402001,371570405023,2426
370810128032,371570414001,279
370810160072,371570414001,167
370810155001,371570414002,309
371570413001,371570404004,185
371570412004,371570414003,606
370810154022,371570413004,97
370810158002,371570410021,71
371570407001,371570408001,25712
370810162012,371570410023,151
371590509033,371570408001,228
370010208011,371570412003,878
511430108033,371570413004,40
371570401021,371570415022,480
371570416011,371570411003,947
370010215002,371570413002,191
371570407003,371570410012,1471
371570411002,371570402002,144
371570411005,371570415022,1005
370810156021,371570412003,2271
370339305002,371570413003,142
370810156012,371570416023,34
370810168004,371570409001,118
510890105003,371570403003,4607
510890110003,371570406023,142
370810159013,371570410023,527
371570414001,371570412003,14593
370810160083,371570414002,55
370810119053,371570415011,107
370810157061,371570416012,151
371570416012,371570401013,163
370810160061,371570410023,60
371570411006,371570415022,554
370810159013,371570406023,1171
371570407004,371570405023,20
370810165033,371570415023,51
371570402002,371570412004,453
370670031033,371570410023,136
511410302022,371570410023,203
371570414001,371570414003,1424
370810159011,371570410012,114
510890108002,371570410012,173
516900005003,371570403003,141
371590519012,371570408001,40
510890105002,371570405013,88
371570408001,371570416012,570
370810126071,371570415021,30
370339305002,371570405021,49
515900012002,371570402002,378
370810167011,371570403003,394
371570412003,371570403002,438
371570407002,371570403001,274
371570414003,371570412001,357
371570404001,371570402002,378
371570411004,371570405021,132
370670031072,371570415021,82
370810119051,371570410023,91
370670031062,371570410013,207
370810160112,371570409002,67
371570403003,371570409003,947
370810108001,371570408001,116
370670031081,371570408001,86
371570415022,371570409003,358
370810144102,371570415021,22
511410303012,371570403002,208
371570416022,371570411001,445
370810159011,371570410014,137
515900010001,371570403001,34
510890103004,371570410012,309
371570411006,371570405013,192
371570407002,371570410021,818
515900005002,371570408001,70
371570405013,371570403003,15482
371570412003,371570401013,703
371570409001,371570406023,16788
510890102003,371570406021,25
370510017021,371570413004,832
371570416021,371570412001,1568
370810160082,371570410012,230
371570415022,371570416011,170
371570403001,371570404002,343
371570405013,371570409003,168
320030067001,371570413004,301
371570410012,371570416012,52
370670030022,371570408001,17
370810160112,371570412001,58
515900001002,371570412003,100
371570411001,371570412001,2548
371570416012,371570406022,31
371570412003,371570414003,352
370810128031,371570415021,110
370810127072,371570414002,104
370810127031,371570415023,144
370810103002,371570412004,130
370810156011,371570415021,326
371570412002,371570412003,13380
510890103004,371570410023,236
370670039032,371570410023,40
371570412003,371570415011,2789
450750118021,371570413004,153
371570406013,371570414001,609
371570416011,371570412002,55
371570405013,371570415011,97
370810128041,371570412004,166
371570410011,371570414001,589
370670033122,371570408001,56
371690702003,371570416011,197
370339302004,371570415022,34
370670028062,371570406023,254
290270701003,371570403003,95
370819801001,371570409001,48
371690705061,371570407001,54
371570413002,371570403003,830
371570404002,371570415021,399
371570410013,371570410021,159
510890111001,371570410023,299
370190203161,371570403002,736
370810127052,371570415021,80
370810126191,371570414002,112
371570404001,371570416022,153
371570410011,371570412001,274
371570412001,371570413001,186
370810101001,371570415022,15
371570404002,371570402002,448
370810156023,371570412004,1301
370010215002,371570413004,1537
371570412002,371570412004,8014
370810110002,371570414002,17
371570410023,371570403003,453
371570404004,371570401013,28
450510403001,371570412004,23
510890102004,371570410023,215
371570414002,371570414002,13108
371570410021,371570403003,3380
370810158003,371570415023,51
370810160112,371570414002,55
371570413002,371570415022,422
370810160071,371570416023,23
371570413004,371570414002,4277
371570401011,371570402003,731
370810158001,371570415022,5
371690701012,371570406023,3625
371570406021,371570403002,1227
371570405012,371570409003,138
371570411005,371570408001,366
371570403002,371570401013,134
371570401011,371570402002,1134
371570416023,371570412001,1316
371570411004,371570415011,120
371570415022,371570410023,40
371570401022,371570401013,24
370810171013,371570415022,34
370810152022,371570416012,331
371570402003,371570415023,426
371570415023,371570406023,66
371570410022,371570415022,384
371570405012,371570411005,139
370810125102,371570410023,353
515900008001,371570404002,52
370810153011,371570412003,308
371570410014,371570416023,49
370570611022,371570410012,59
370810126043,371570415022,45
371570416023,371570410021,426
371570416012,371570404003,143
450830225001,371570403003,38
371570411003,371570411003,1762
370810113001,371570405023,19
370810171011,371570415011,38
370810171022,371570416021,84
370810145011,371570415021,24
370810156022,371570412003,3042
371570409001,371570413004,112
370810127072,371570401023,139
371570406012,371570415021,1321
515900008001,371570403003,2644
370339302002,371570412001,162
120110610041,371570412003,100
371570410023,371570415023,135
516900003002,371570408001,116
370010216004,371570403003,176
371570411002,371570403002,81
371570412002,371570403001,820
371570416012,371570414001,7146
371570405013,371570402002,127
371570410022,371570408001,6960
371570402001,371570403002,3119
371570410015,371570416012,34
371570411003,371570411005,1167
371570405011,371570410021,325
371570405021,371570415021,678
370810119043,371570412003,459
370810127043,371570415023,62
371570405023,371570411001,37
371570411003,371570401023,47
371570410012,371570406022,165
370810162011,371570416012,124
370810159022,371570406023,579
450450033011,371570413004,293
370810165033,371570412003,562
360610275001,371570410012,251
370810171012,371570415022,58
371570410012,371570416023,23
371570406013,371570415023,653
511430109002,371570408001,56
371570415022,371570412002,11
371570410023,371570415022,288
516900001002,371570410012,59
370810126082,371570413004,67
370010212063,371570414002,113
370339302003,371570413004,159
370810102001,371570415021,31
371570406012,371570403002,1522
371570412001,371570410022,45
516900004003,371570409003,93
371570409001,371570414001,329
370810159014,371570406023,1144
370810127072,371570412003,1112
370810104031,371570406023,129
371570401022,371570401023,1200
370010216002,371570413002,29
370810171011,371570412004,31
370810161034,371570412003,225
371690701011,371570410021,527
371570412004,371570411003,598
371570401011,371570404002,180
371570407001,371570406023,7185
371570413001,371570414001,11689
371570405011,371570404001,3042
371570411005,371570415021,2594
510890106022,371570403001,774
510050701002,371570410023,91
371570408001,371570411003,20
510310201021,371570413004,41
371690707011,371570409003,264
371939607003,371570414001,94
370810156023,371570410012,230
371570410012,371570414001,429
371570411001,371570411006,134
370810119043,371570415022,16
371570405021,371570412001,113
370010208011,371570412004,231
370810162011,371570415023,52
450510404002,371570410012,59
370810162041,371570410023,296
510890107004,371570408001,102
371570416022,371570413004,901
371570405012,371570404004,58
371570415022,371570410022,99
371570403003,371570403001,25929
370010218011,371570414001,275
371570410022,371570410011,2018
371510310022,371570410021,381
371570416021,371570410023,60
510890103002,371570403001,81
510890104003,371570410012,117
510890107003,371570406023,945
371570406023,371570410021,686
371190031091,371570413004,40
370810151003,371570412004,85
371350117001,371570414001,26
511610308041,371570412003,226
510639201023,371570403003,218
370810158002,371570406023,357
371570405021,371570406021,51
510670207011,371570410012,57
371570406013,371570406023,2354
371570415023,371570415023,14802
371570405022,371570415011,431
371570405022,371570411005,85
370339302004,371570415023,64
370810154012,371570415011,79
370810165031,371570406023,344
370319711031,371570406023,110
371690705041,371570406023,146
370810157032,371570410012,336
515900002002,371570413004,95
370339304001,371570413001,2921
371570406013,371570404003,449
371570415022,371570414001,10927
511430112003,371570413004,95
371570413003,371570413003,869
371570401012,371570401023,427
371570409003,371570415021,324
370810127041,371570413004,287
371570403001,371570405021,471
371570403001,371570403002,16295
370810160033,371570410023,80
371570403001,371570411006,197
515900007001,371570403003,94
511430109002,371570403003,219
371570411006,371570412001,503
371570403003,371570404002,878
371570403003,371570404004,1400
371290122032,371570403003,66
370670022002,371570410023,369
370810151001,371570415022,234
371570415011,371570416023,12
371570411001,371570401023,81
371570403003,371570413004,933
371570411005,371570412003,5006
371570415023,371570405023,171
370810154022,371570414002,712
371570410022,371570411003,185
370810151003,371570406022,59
371570412001,371570411006,305
371570410013,371570408001,1263
370810165022,371570412003,147
370319711031,371570415021,541
511539016025,371570416023,372
371570410012,371570411001,129
371290122023,371570410023,148
371570409002,371570403003,1656
370339302004,371570413001,124
370810156023,371570415023,983
370339305003,371570412002,55
391130806002,371570413004,41
370819801001,371570408001,170
371570410022,371570409003,899
