destination_name,trips
Beaufort Square Shopping Plaza,6614.0
"Williamsburg Crossing (Jacksonville, NC)",6614.0
Bargain Hunt,6613.0
Parkway Point Shopping Center,6603.0
"Eastway Plaza (Charlotte, NC)",6603.0
Walter M. Williams High School,6603.0
Wyndham Grand,6592.0
"Henderson Square (Henderson, NC)",6592.0
Quiktrip #1148,6592.0
Parkwest Crossing,6592.0
SHEETZ - SHEETZ #593,6592.0
CIRCLE K - CIRCLE K #6487,6592.0
"Kilwins Chocolates Franchise, Inc.",6584.0
"Primerica, Inc.",6582.0
GRAN PRIX,6581.0
CIRCLE K - CIRCLE K #3150,6571.0
Chowan University,6570.0
SHEETZ - SHEETZ #481,6570.0
Freeway Crossing,6559.0
Oldtown Shopping Center,6559.0
"Laurel Park (Hendersonville, NC)",6559.0
"Southgate Mall (Elizabeth City, NC)",6559.0
Milan Laser Hair Removal,6549.0
"Oakland Shopping Center (Roanoke Rapids, NC)",6548.0
"Westgate Plaza (Kings Mountain, NC)",6548.0
"Cardinal Shopping Center (Greensboro, NC)",6548.0
Dreamland Shopping Center,6548.0
"Penske Automotive Group, Inc.",6544.0
INGLES - INGLES GAS EXPRESS #127,6538.0
SOUTHPORT,6538.0
Hanes Commons,6537.0
"Mack Trucks, Inc.",6528.0
CIRCLE K - CIRCLE K #3270,6527.0
SHELL - LAURINBURG QUALITY PLUS #2138,6527.0
Port Elizabeth Center,6526.0
"Arbors at Mallard Creek, The",6516.0
Supercuts,6516.0
9Round,6506.0
"Oakley Plaza (Asheville, NC)",6505.0
Grassroots Outdoor Alliance,6496.0
"Southwind Plaza (Spring Lake, NC)",6494.0
Slingshot,6483.0
Hope Valley Commons,6483.0
Sure Stay Hotels,6476.0
Vineyard Vines,6472.0
CIRCLE K #9205,6472.0
HARRIS TEETER - HARRIS TEETER #386,6472.0
McCrimmon Corners,6472.0
Perimeter Center South,6472.0
76 - 76,6462.0
BP - MAST FOOD MART,6462.0
"Northwoods Shopping Center (Cary, NC)",6461.0
SHELL SERVICE STATION,6461.0
7 ELEVEN #42333,6450.0
Mcdowell Technical Community College,6450.0
Monkey Junction Plaza,6450.0
PILOT - PILOT #7996,6440.0
LITTLE CAESARS #1618-0053,6439.0
"Broadview Plaza Shopping Center (Rockingham, NC)",6439.0
Sanctuary Vineyards,6439.0
Bates Footwear,6438.0
Procter & Gamble Company (The),6430.0
"A And L Jones, INC",6428.0
"Boulevard Plaza (Wilson, NC)",6428.0
Great Falls Plaza,6428.0
Community Veterinary Partners,6419.0
ROYAL FARMS #487,6418.0
SHEETZ - SHEETZ #525,6418.0
UBreakiFix,6418.0
BMC (Building Materials and Construction Services),6410.0
Fruit and Vegetable Retailers,6409.0
"Sanderson Farms, Inc.",6409.0
Raleigh Oaks Shopping Center,6407.0
LOWES FOODS - LOWES FOODS #1205,6405.0
"Sedgefield Village (Greensboro, NC)",6396.0
"Market of Wake Forest, The",6396.0
SAMS CLUB - SAMS CLUB #4831,6395.0
Nestle Cafe,6386.0
EAGLES - EAGLES #3,6385.0
George Poston Park,6385.0
DAYTONA,6376.0
SHEETZ - SHEETZ #509,6374.0
Rosewood Village,6374.0
LOWES FOODS - LOWES FOODS #1157,6374.0
115 Red Banks Rd,6374.0
MURPHY USA - MURPHY USA #7385,6353.0
AAFES - BRAGG PINES SHOPPETTE,6353.0
CHICKEN KING-BELMONT,6352.0
Pure Barre,6352.0
Sheetz #0843,6352.0
MURPHY USA - MURPHY USA #7438,6342.0
SHEETZ #794,6341.0
Preston Corners Shopping Center,6341.0
Goody's,6332.0
WAKE CROSS EXPRESS,6331.0
Pottery Barn,6331.0
FUEL WAREHOUSE,6330.0
FUEL WAREHOUSE #11,6330.0
Staybridge Suites,6323.0
NC State Wellness and Recreation,6319.0
The Lego Group,6310.0
Central Carolina Community College,6309.0
Long Creek Village,6309.0
Southern Tire Mart (STM),6309.0
Siler Crossing,6309.0
MURPHY EXPRESS - MURPHY EXPRESS #8814,6308.0
Shell,6299.0
Jeffreys Crossing,6298.0
SHEETZ #776,6298.0
On The Border Mexican Grill & Cantina,6288.0
Shoppes at Highland Creek,6287.0
Kernersville Marketplace,6287.0
Center City Park,6287.0
Summit Coffee,6287.0
SHEETZ #736,6276.0
"Eastwood Village Shopping Center (Lenoir, NC)",6276.0
"Pep Boys - Manny, Moe & Jack",6257.0
MURPHY USA - MURPHY USA #7472,6255.0
Royal Farms #540,6254.0
Sparta Square,6254.0
US LBM Holdings,6237.0
WESTERN SIZZLIN-GLEN,6232.0
York Ridge Shopping Center,6221.0
WoodSpring Suites,6216.0
Silver Coast Winery Tasting Room,6211.0
Forestville Crossing,6211.0
US Storage Centers,6208.0
SHEETZ - SHEETZ #506,6200.0
PALMETTO STATE ARMORY,6200.0
Eastridge Crossing,6200.0
INGLES - INGLES GAS EXPRESS #177,6200.0
Carter Bank & Trust,6188.0
HANDY MART - HANDY MART #173,6167.0
QUALITY PLUS - LEXINGTON QUALITY PLUS #2126,6167.0
West Market Shopping Center,6167.0
Stone's Throw Plaza,6167.0
Wawa #6114,6167.0
University Place - East,6167.0
Auto Plus,6160.0
Red Crab Juicy Seafood,6157.0
"Forest Hills Shopping Center (Lillington, NC)",6156.0
EXXON - 7-ELEVEN #38879,6146.0
QUIKTRIP - QUIKTRIP #1072,6145.0
"Roses (Farmville, NC)",6145.0
Erbert & Gerbert's,6145.0
"Springs Crossing (Mt Holly, NC)",6145.0
Dover Corporation,6136.0
MURPHY EXPRESS - MURPHY EXPRESS #8505,6135.0
Wakefield Commons,6134.0
"Pfnc, INC",6134.0
"Village, The (Durham, NC)",6134.0
Grease Monkey,6126.0
RV locations,6125.0
SEVEN SISTERS,6124.0
MURPHY USA - MURPHY USA #6815,6123.0
"Stonebridge Village (Cary, NC)",6123.0
"Northpointe Crossing (High Point, NC)",6123.0
HANDY MART - HANDY MART #150,6112.0
Baxter International Inc.,6112.0
Free People,6103.0
"Planet Fitness - Elizabeth City, NC",6102.0
Brushy Mountain Smokehouse and Creamery,6102.0
Vance-Granville Community College,6102.0
Leggo Store,6091.0
"Midtown Plaza (North Wilkesboro, NC)",6091.0
Elizabeth City Crossing,6091.0
Blue Ridge Vineyards,6091.0
MURPHY USA - MURPHY USA #7271,6080.0
VetCor,6074.0
Snipes SA,6070.0
Swift Creek Shopping Center,6069.0
"Countryside Shopping Center (Charlotte, NC)",6058.0
"North Pointe Plaza (Charlotte, NC)",6058.0
Fastenal Company,6040.0
"Southside Square (Hendersonville, NC)",6036.0
Valley Storage,6030.0
Schewels Home,6028.0
HARRIS TEETER FUEL #127,6025.0
"Regency Village (Huntersville, NC)",6025.0
Biltmore Winery at Antler Hill Village,6014.0
LOWES FOODS - LOWES FOODS #1245,6014.0
Apex Nature Park,6014.0
Hanger Prosthetics & Orthotics,6010.0
The Winery At The Biltmore,6004.0
SHEETZ - SHEETZ #536,5993.0
"Checkers Drive-In Restaurants, Inc.",5993.0
BILLS TRKSTP,5993.0
Atherton Mill,5993.0
HANDY MART - HANDY MART #165,5993.0
"American Freight Furniture, Mattress, Appliance",5985.0
MURPHY USA - MURPHY USA #7247,5983.0
WESTLAKES RESTAURANT,5982.0
"Stone Creek Village (Cary, NC)",5971.0
StretchLab,5971.0
Wallace Pointe,5971.0
Lane Bryant,5971.0
Signal Hill Mall,5971.0
Price Place Center,5960.0
MURPHY USA - MURPHY USA #6713,5960.0
"Fortune Brands Innovations, Inc.",5952.0
GlaxoSmithKline PLC,5950.0
SHELL - ALCO,5949.0
Sylvan Learning,5941.0
Weyerhaeuser Company,5939.0
"Kingdom Harvest - Brevard, NC",5938.0
Fabletics,5928.0
The Carolina Hotel at Pinehurst Resort,5927.0
VGO - Vgo,5917.0
Antler Hill Outfitters,5916.0
KOCH INDUSTRIES INC,5907.0
LIBERTY - TANGLEWOOD KWIK STOP,5905.0
Olmsted Village,5905.0
Royal Farms #494,5905.0
7-ELEVEN - 7-ELEVEN #34134,5895.0
"Village Shopping Center, The (Mount Olive, NC)",5895.0
Mill Branch Vineyards,5895.0
Berkshire Hathaway Inc.,5886.0
LCI Industries,5885.0
PANTRY SHOP #5,5884.0
University Place,5884.0
"Terminix International Company, L.P.",5878.0
Union Hudson Crossing,5873.0
The Luxury Collection,5873.0
MURPHY EXPRESS - MURPHY EXPRESS #8719,5873.0
Sheetz #809,5873.0
Cardinal Crossing Shopping Center,5873.0
AMF Bowling Centers,5864.0
Sotherly Hotels Inc,5862.0
ITALIANNO'S,5861.0
Goodyear Auto Service Centers,5853.0
Uptown Cheapskate,5852.0
HOT SPOT - HOT SPOT #1000,5851.0
7-ELEVEN - 7-ELEVEN #41139,5841.0
JOES KWIKMART #6013,5840.0
Kickback Jack's,5829.0
Versona,5820.0
Greystone Village,5818.0
"BurgerFi International, LLC",5809.0
"Under Armour, Inc.",5808.0
The Melting Pot Restaurant,5807.0
"Oakwood Shopping Center (Rocky Mount, NC)",5797.0
Tommy Hilfiger,5797.0
Element by Westin,5787.0
MURPHY USA - MURPHY USA #7225,5786.0
Oak Hollow Mall,5786.0
FASTOP MARKET - FASTOP MARKET #307,5775.0
Reid Gym,5775.0
The Hartford Auto Repair Shops,5771.0
Southwestern Community College,5764.0
Hood Theological Seminary,5764.0
Westbrooke Shopping Center,5764.0
Jos. A. Bank Clothiers,5754.0
Bento Sushi,5754.0
"River Run Shopping Center (Southport, NC)",5753.0
Ascend Hotel Collection,5745.0
"Summit Shopping Center (Greensboro, NC)",5742.0
ASHBROOK H.S. BOOSTER,5742.0
Hendrick Collision Center,5734.0
US Foods Holding Corp.,5732.0
Great Harvest Bread Co.,5731.0
Ahoskie Commons Shopping Center,5731.0
Hyatt Hotels Corporation,5731.0
Isuzu Motors Ltd.,5722.0
The Goodyear Tire & Rubber Company,5720.0
Wendover Plaza Shopping Center,5720.0
"Kingsway Plaza (Eden, NC)",5720.0
K & G Fashion Superstore,5711.0
MURPHY USA - MURPHY USA #7058,5710.0
PIT STOP,5710.0
Visionworks Doctors of Optometry,5700.0
SAMS CLUB - SAMS CLUB #8223,5699.0
China Wok,5699.0
Cummins Inc.,5699.0
CIRCLE K - CIRCLE K #4578,5698.0
"Mayfair Plaza (Cary, NC)",5698.0
Cell Phone Repair (CPR),5689.0
CIRCLE K - CIRCLE K #1867,5688.0
Sanford Crossing Shopping Center,5688.0
INGLES - INGLES GAS EXPRESS #8,5688.0
"Lewisville Commons (Lewisville, NC)",5688.0
Levi Strauss & Co.,5678.0
Great Wolf Lodge,5677.0
Mitsubishi Corporation,5670.0
Taste of China,5668.0
Eaton Corporation plc,5668.0
"Neiman Marcus Group,  Inc.",5666.0
Mini City Marketplace,5666.0
"United Rentals, Inc.",5658.0
JBS USA FOOD CO,5656.0
Alamo Drafthouse Cinema,5655.0
Eastway Square Shopping Center,5655.0
Independence Realty Trust Inc,5647.0
Mineral & Lapidary Museum,5644.0
"Westgate Plaza Shopping Center (Durham, NC)",5644.0
LINCOLNTON HS FOOTBALL,5644.0
Carpet One Floor & Home,5636.0
7-ELEVEN - 7-ELEVEN #41514,5633.0
3 Amigos,5633.0
MARATHON - MARATHON,5633.0
HARRIS TEETER - HARRIS TEETER #175,5623.0
WALMART - WALMART NEIGHBORHOOD MARKET #7209,5622.0
"Neuse River Shopping Center (Goldsboro, NC)",5622.0
"Visionworks of America, Inc.",5614.0
"Putt-Putt, LLC",5612.0
CORNER STORE,5612.0
Pike Nurseries,5612.0
CIRCLE K - CIRCLE K #5108,5611.0
"Republic Services, Inc.",5602.0
Center Stage at High Point,5600.0
Tommy Bahama,5598.0
SHELL - ARTS DELI MART,5590.0
QUALITY PLUS - MAGGIE VALLEY QUALITY PLUS #2134,5590.0
Book Retailers and News Dealers,5588.0
FedEx Freight,5581.0
Avent Ferry Shopping Complex,5579.0
VALERO - OMNI MART #33,5578.0
"Ravenstone Commons (Durham, NC)",5568.0
Tri-County Community College,5568.0
Adidas AG,5568.0
"Independence Shopping Center (Charlotte, NC)",5568.0
CIRCLE K - CIRCLE K #1511,5568.0
International Association of Refrigerated Warehouses,5562.0
"Westwood Village (Clemmons, NC)",5557.0
Hutchison Shopping Center,5557.0
7-Eleven #42107,5557.0
Fc Seller CORP,5548.0
Lacoste,5546.0
Royal Dutch Shell plc,5546.0
Bahama Breeze Island Grill,5546.0
Four Seasons Plaza,5535.0
HARRIS TEETER FUEL #264,5535.0
Creedmoor Crossings,5524.0
East Lincoln High School,5524.0
Pinecrest Pointe,5524.0
Wawa #6103,5524.0
Coeco Office Systems,5522.0
GE Aviation,5515.0
QUALITY PLUS - WOODLAWN QUALITY PLUS #2116,5514.0
Get Air Trampoline Parks,5513.0
CAPTAIN PETE'S SEAFOOD REST,5502.0
SHEETZ - SHEETZ #385,5501.0
MURPHY USA - MURPHY USA #7616,5491.0
Carr Mill Mall,5491.0
SalonCentric,5483.0
MURPHY USA - MURPHY USA #7611,5482.0
CIRCLE K - CIRCLE K #6485,5481.0
SUNSHINE,5481.0
Sheetz #840,5470.0
PLS Financial Services,5463.0
Bladen Community College,5459.0
"University Square (Wilmington, NC)",5459.0
COSTCO - COSTCO #0645,5459.0
SHELL OIL 12643208007,5448.0
MURPHY USA - MURPHY USA #7241,5437.0
Madewell,5428.0
Eggs Up Grill,5427.0
"Emporium Plaza (Raleigh, NC)",5426.0
Paragon Theaters,5426.0
Suburban Extended Stay,5419.0
Insurance Agencies and Brokerages,5418.0
Greenville Buyers Market,5415.0
"Village Square (Clemmons, NC)",5415.0
"Kohl's (Wilkesboro, NC)",5404.0
Reid's Fine Foods,5395.0
Music & Arts,5393.0
Greensboro South Shopping Center,5393.0
Simply Asian,5393.0
Seaboard Corporation,5384.0
HANDY MART - HANDY MART #170,5383.0
Asian Corner Mall,5383.0
SHEETZ - SHEETZ #600,5383.0
Edgecombe Community College,5383.0
E-Z WAY AUTO SALES,5380.0
MURPHY EXPRESS - MURPHY EXPRESS #8823,5373.0
Wilson Community College,5372.0
SAMS CLUB - SAMS CLUB #6452,5372.0
Halifax Community College,5372.0
Offices of Lawyers,5363.0
FUEL SMART,5362.0
"Southwood Village (Reidsville, NC)",5361.0
FUEL STOP,5361.0
Carpenter Technology Corporation,5361.0
Ingles Markets etowah,5361.0
MURPHY USA - MURPHY USA #8540,5350.0
EXXON - CIRCLE K #3488,5350.0
MURPHY USA - MURPHY USA #6695,5350.0
Thermo Fisher Scientific Inc,5350.0
ROYAL FARMS #467,5350.0
ShopRite Markets,5350.0
"Jet's America, Inc.",5340.0
"Tractor Supply Plaza (Fuquay Varina, NC)",5339.0
INGLES - INGLES GAS EXPRESS #147,5339.0
"Merck & Co., Inc.",5339.0
"Fossil Group, Inc.",5329.0
MURPHY USA - MURPHY USA #7417,5328.0
IJO (Independent Jewelers Organization),5327.0
EXXON - 7-ELEVEN #41140,5318.0
HARRIS TEETER - HARRIS TEETER #304,5317.0
Wendover Square,5317.0
RACEWAY - RACEWAY #6743,5317.0
Lumbee Guaranty Bank,5316.0
Express Care,5309.0
Suncoast,5306.0
ENMARKET - ENMARKET #100,5306.0
MURPHY EXPRESS - MURPHY EXPRESS #8914,5306.0
SHEETZ - SHEETZ #727,5296.0
MURPHY USA - MURPHY USA #7112,5296.0
"Glenwood Shopping Center (Greensboro, NC)",5295.0
Sims Legion Park,5295.0
LOWES FOODS - LOWES FOODS #1241,5295.0
Hudson Ltd.,5287.0
Town & Country Hardware,5285.0
Tuckaseegee RV Resort,5284.0
SAMS CLUB - SAMS CLUB #4950,5284.0
James Sprunt Community College,5284.0
COSTCO - COSTCO #0339,5284.0
Benchmark Square,5274.0
Health & Fitness Center UNCA,5274.0
Altitude Trampoline Parks,5274.0
ROYAL FARMS #475,5274.0
"Life Storage, Inc.",5269.0
7-Eleven #42051,5263.0
MURPHY EXPRESS - MURPHY EXPRESS #8502,5263.0
Wright Brothers National Memorial,5263.0
O'CHARLEYS 313,5252.0
CITGO - ZEBULON QUIK MART,5252.0
QUIK FUEL LEXINGTON,5252.0
"University Park Shopping Center (Charlotte, NC)",5252.0
MURPHY EXPRESS - MURPHY EXPRESS #8591,5252.0
"Food Lion Plaza (3011 Union Rd, Gastonia, NC)",5252.0
CIRCLE K - Circle K #9100,5252.0
GO GAS - GO GAS #6,5251.0
CITGO - BEST FUELS,5241.0
Cubbard Express,5241.0
DUCK THRU FOOD STORES - DUCK THRU FOOD STORE #57,5230.0
Willowdale Shopping Center,5230.0
BIG D 217 HACKNEY,5230.0
SHELL - DUCK THRU FOOD STORE #3,5219.0
Sunrise Grill,5218.0
7-ELEVEN - 7-ELEVEN #41347,5208.0
"Riverview Shopping Center (Durham, NC)",5208.0
EXPRESS MART,5198.0
"Eastchester Shopping Center (High Point, NC)",5197.0
ZOOM EXPRESS,5187.0
GO GAS - GO GAS #23,5187.0
GO GAS - GO GAS #18,5187.0
EAST LINCOLNTON OPTIMIST,5186.0
GREAT STOPS #5,5186.0
Automatic Transmission Rebuilders Association (ATRA),5181.0
Old Dominion Freight Line Inc.,5178.0
Fort Bragg South Commissary,5176.0
Uncle Maddio's Pizza Joint,5176.0
Paul Mitchell Advanced Education,5172.0
SHEETZ #0803,5165.0
HOSHI EXPRESS,5163.0
North 17 Shopping Center,5154.0
"Kinnamon Village (Clemmons, NC)",5154.0
Albanese Cormier,5154.0
Things Remembered,5154.0
Kings Grant Commons,5154.0
MURPHY EXPRESS - MURPHY EXPRESS #8715,5144.0
Pfeiffer University,5143.0
Dan'l Boone Inn Restaurant,5143.0
TONY'S ICE CREAM 1,5143.0
BP - BOSTIC BP,5142.0
National Co-Op Grocers,5136.0
Hajoca Plumbing Heating and Industrial,5134.0
Showroom Square,5132.0
Commons at University Place,5132.0
Joe's Kwik Marts,5123.0
Eckerd Store,5121.0
SAMS XPRESS CAR WASH #350,5121.0
"Exchange on Erwin, The",5121.0
Get Telephone Equipment And Syst,5110.0
HARRIS TEETER - HARRIS TEETER #312,5110.0
Lilly Pulitzer,5110.0
7-ELEVEN - 7-ELEVEN #41144,5110.0
ShopOne Centers REIT,5110.0
HARRIS TEETER - HARRIS TEETER #353,5099.0
Grand Asia Market,5099.0
HUNGRY HOWIES 630,5099.0
CPR Cell Phone Repair,5097.0
Johnstone Supply,5094.0
HANDY MART - HANDY MART #167,5089.0
S&W READY MIX CONCRETE CO LLC,5081.0
Trademark Collection by Wyndham,5080.0
KROGER - HARRIS TEETER #496,5078.0
Mull Tower Center,5077.0
Forest Hills Center,5077.0
"Spring Valley Shopping Center (Greensboro, NC)",5067.0
Cambria Suites,5067.0
Kubota,5067.0
"Shoppes at Wakefield Park, The",5067.0
Gold's Gym Wendover,5067.0
Liberty Glider Express,5067.0
Value City Furniture Inc,5057.0
Henderson Marketplace,5056.0
Greensboro North Shopping Center,5056.0
WALMART - WALMART SUPERCENTER #7179,5056.0
QUIKTRIP - QUIKTRIP #1052,5055.0
NADEEN MART,5055.0
The Original Mattress Factory,5045.0
QUIKTRIP - QUIKTRIP #1032,5045.0
Watauga Village,5045.0
Morrison,5045.0
Schlotzsky's  Restaurants Inc,5036.0
ENMARKET - ENMARKET #835,5034.0
Parktowne Village,5034.0
Olde Towne Village,5034.0
QUALITY PLUS - CARBON CITY QUALITY PLUS #2130,5034.0
Le Meridian,5023.0
SHEETZ - SHEETZ #569,5012.0
SANDHUS,5001.0
INGLES - INGLES GAS EXPRESS #730,5001.0
LOWES FOODS - LOWES FOODS #1184,4999.0
Kumon Institute of Education Co,4993.0
Sysco Corporation,4992.0
Dry Goods USA,4991.0
Knightdale Crossing Shopping Center,4990.0
QUALITY PLUS - ALEXANDER QUALITY PLUS #2123,4990.0
"Kelly Services, Inc.",4989.0
ARDAGH HOLDINGS USA INC,4981.0
"Town & Country Shopping Center (Aberdeen, NC)",4979.0
Gerber Collision,4976.0
Factory Motor Parts Company,4972.0
HARRIS TEETER #335,4969.0
Sheetz #867,4969.0
Bay Breeze Seafood,4969.0
HARRIS TEETER - HARRIS TEETER #446,4969.0
Prosperity Shopping Plaza,4969.0
Kinderton Place,4969.0
CITGO - THE FARM HOUSE,4958.0
Towne North,4958.0
INGLES - INGLES GAS EXPRESS #28,4957.0
MURPHY USA - MURPHY USA #6808,4957.0
Medi-Weightloss,4956.0
Whit's Frozen Custard,4947.0
Ann Taylor,4937.0
"Tumi Holdings, Inc",4937.0
SHEETZ #0851,4936.0
UNC Department of Art & Art History,4936.0
MURPHY EXPRESS - MURPHY EXPRESS #8837,4936.0
ORMONDS GAS,4936.0
Vue 1913,4936.0
DUKE MINI MART,4925.0
"Northeast Plaza (Lumberton, NC)",4914.0
"Town & Country Shopping Center (Wallace, NC)",4914.0
Terraces at Park Place,4914.0
GASTOWN,4904.0
The Carolina Inn,4903.0
HARRIS TEETER - HARRIS TEETER #393,4903.0
Oreck,4895.0
MURPHY EXPRESS - MURPHY EXPRESS #8506,4893.0
SHEETZ #804,4892.0
7-ELEVEN - 7-ELEVEN #37107,4892.0
Gemini Coatings,4884.0
KTM-Sportmotorcycle AG,4883.0
Shoppes on Market,4881.0
"Ollie's Bargain Outlet Plaza (Burlington, NC)",4881.0
Js Discount Groceriers,4881.0
HANDY MART - HANDY MART #171,4871.0
Back Yard Burgers,4871.0
Northlite Commons Shopping Center,4870.0
Cedar Creek Crossing,4870.0
SHEETZ - SHEETZ #437,4870.0
Unscripted Durham,4870.0
Coffee House Diner,4862.0
CONTINENTAL GRAIN CO,4860.0
HARRIS TEETER - HARRIS TEETER #258,4860.0
"Palmer Plaza (Greensboro, NC)",4860.0
EXXON - 7-ELEVEN #41905,4860.0
Triumph Motorcycles Ltd,4851.0
"Mintworth Commons (Charlotte, NC)",4849.0
SAVE MORE,4848.0
Fleming’s Prime Steakhouse and Wine Bar,4838.0
Burtons Grill & Bar,4837.0
BROWNS SERVICE CENTER,4827.0
"Piggly Wiggly (Plymouth, NC)",4827.0
HARRIS TEETER - HARRIS TEETER #118,4816.0
Feeders Pet Supply,4816.0
Westerly Hills Shopping Center,4816.0
REETSVILLE GENERAL STORE,4815.0
LOVES TRAVEL STOP #883,4805.0
PostalAnnex+,4804.0
MURPHY EXPRESS - MURPHY EXPRESS #8724,4795.0
CAMERON CONVENIENCE STORE,4794.0
CIRCLE K - Circle K #4488,4794.0
"Camping World Holdings, Inc.",4785.0
O2 Fitness High Point - Palladium Center,4783.0
"Sycamore Square Shopping Center (Fayetteville, NC)",4783.0
COMMUNITY MART #1,4783.0
MURPHY EXPRESS - MURPHY EXPRESS #8575,4783.0
Northgate Mall North Carolina,4783.0
Beauty Schools,4773.0
HARRIS TEETER - HARRIS TEETER #273,4773.0
R VALUE,4772.0
"ABC Supply Co., Inc.",4768.0
Patel Brothers,4763.0
Ralph Lauren Corporation,4763.0
Mrs. Winner's Chicken & Biscuits,4762.0
Sunoco,4762.0
QUIKTRIP - QUIKTRIP #1011,4762.0
Clarion Pointe,4754.0
HOTWORX,4752.0
HOT SPOT - HOT SPOT #5003,4751.0
7-ELEVEN - 7-ELEVEN #41168,4730.0
Clarendon Plaza,4729.0
China Buffet of Shelby,4718.0
Washington High School,4718.0
"North Plaza (Goldsboro, NC)",4718.0
"White Oak Village (Garner, NC)",4718.0
Hickory Grove Market,4718.0
Americas Best Value Inn,4710.0
ON THE WAYS,4708.0
Free People Movement ,4708.0
MOBIL - MOBIL,4708.0
Volta Inc.,4707.0
SHEETZ - SHEETZ #688,4707.0
Proehlific Park,4707.0
Cintas Corporation,4700.0
7-ELEVEN - 7-ELEVEN #38865,4697.0
Spring Forest Pavilion,4696.0
"Wilson Grove Village (Mint Hill, NC)",4685.0
BERRY PATCH MARKET,4685.0
Converse,4675.0
PANTRY SHOP,4675.0
SAMMY AND HARETH MART,4674.0
SKY MART,4674.0
QUALITY PLUS - WASHINGTON QUALITY PLUS #2603,4674.0
SUN-DO 711,4664.0
The Mint Museum,4664.0
Plaza Del Sol,4664.0
Sandwich Shop,4663.0
HUNGRY HOWIE'S PIZZA #640,4663.0
Mitchell Community College,4653.0
Johnny Was,4653.0
Safelite,4643.0
Jasmin & Olivz Mediterranean,4642.0
MURPHY EXPRESS - MURPHY EXPRESS #8644,4642.0
Tinseltown,4642.0
SERVICE PLUS,4632.0
C. & J. Clark International Ltd,4632.0
Cash America,4632.0
North Chatham Village,4631.0
CIRCLE K - CIRCLE K #1492,4621.0
Sheetz #830,4620.0
"Cross Creek Shopping Center (Durham, NC)",4620.0
United Refrigeration,4612.0
CITGO - lucky stop,4610.0
SHEETZ - SHEETZ #636,4610.0
Sullivan's Steakhouse,4599.0
Clairmont Shopping Center,4598.0
Montgomery Community College,4598.0
SPEEDY MART,4598.0
Drake's,4598.0
"Meritor, Inc.",4590.0
RACEWAY #7005,4587.0
"BIG AIR FRANCHISING, LLC.",4587.0
Fatz Cafe,4578.0
HARRIS TEETER - HARRIS TEETER #135,4577.0
"Crossing Shopping Center, The (Matthews, NC)",4576.0
"Willow Creek Shopping Center (Carrboro, NC)",4576.0
"Cabarrus Funeral, Cremation & Cemetery",4576.0
Church's Holdings Corp.,4568.0
MALLARD FOOD SHOP #19,4566.0
Raising Cane's Restuarants LLC,4566.0
WALMART SC #4594,4565.0
Cinergy Entertainment Group,4565.0
Deere & Company,4555.0
R/C Theatres,4555.0
CHAMPS,4555.0
GULF - KWIK STOP 2,4555.0
"Brentwood Square (Raleigh, NC)",4555.0
Eye Level,4554.0
QUALITY OIL - ANGIER QUALITY PLUS #2731,4544.0
INGLES - INGLES GAS EXPRESS #767,4533.0
HANDY MART - HANDY MART #168,4533.0
FASTOP MARKET - FASTOP MARKET #308,4533.0
Frame Warehouse INC,4533.0
Willow Oaks Shopping Center,4533.0
Jaguar,4524.0
WARLOCK ALTERNATIVE SCHOOL,4522.0
Wilson Square,4522.0
MURPHY EXPRESS - MURPHY EXPRESS #8522,4522.0
WFM Coffee Bar,4513.0
Darling Ingredients Inc.,4512.0
Tacos 4 Life,4512.0
Compare Foods of Fayetteville,4511.0
KINGS MOUNTAIN TRUCK PLAZA,4510.0
7-ELEVEN - 7-ELEVEN #38677,4501.0
SUN DO KWIK SHOP #74,4501.0
GRIFFINS FOOD STORE #6,4500.0
RESCO MART,4500.0
Quick Cash Pawn,4493.0
Bitcoin of America,4492.0
Omni Hotels & Resorts,4490.0
HARRIS TEETER - HARRIS TEETER #178,4490.0
PIEDMONT VENDING/ INDUST ELECTROPLA,4489.0
HARRIS TEETER - HARRIS TEETER FUEL #439,4489.0
Spruce Pine Commons,4489.0
Mock Tire,4479.0
7-ELEVEN #42196,4479.0
Archer-Daniels-Midland Company,4479.0
Moon Dog Meadery and Bottle Shop,4478.0
Quorum Marketplace,4478.0
FOOD LION #1250,4478.0
MURPHY USA - MURPHY USA #6768,4478.0
SHEETZ - SHEETZ #460,4478.0
Monkee's,4469.0
QUALITY PLUS - CHEROKEE QUALITY PLUS #2137,4468.0
Peak Of The Vine,4467.0
Harris Teeter #46,4467.0
Samsonite International S.A.,4458.0
GO GAS - GO GAS #15,4456.0
NO Limits Fitness,4456.0
CIRCLE K - CIRCLE K  #4584,4446.0
UNION CROSS BP,4446.0
Bartaco,4446.0
"Ryder System, Inc.",4439.0
Mini City Marketplace Two,4435.0
"Hilltop Village Shopping Center (Oxford, NC)",4435.0
"Durham Plaza (Durham, NC)",4435.0
Russ Avenue Plaza,4435.0
CIRCLE K #723049,4435.0
"Ingles Market (802 S Main St, Walnut Cove, NC)",4435.0
"Haverty Furniture Companies, Inc.",4426.0
Ferris,4426.0
CIRCLE K #2704394,4425.0
QUALITY PLUS - BURNSVILLE QUALITY PLUS #2132,4424.0
Lumber River Village,4424.0
Central Parking Corporation,4424.0
Cliffdale Plaza,4424.0
COUNTRY STORE,4415.0
Amazon Heavy Bulky Delivery Station,4414.0
"Planet Fitness - Chapel Hill, NC",4413.0
